,person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length
22084,23,40992,RENT,7.0,EDUCATION,B,5000,10.99,0,0.12,N,2
22085,25,23000,MORTGAGE,4.0,HOMEIMPROVEMENT,A,4400,6.76,0,0.19,N,2
22086,24,22392,RENT,4.0,MEDICAL,B,4650,9.99,0,0.21,N,4
22087,23,14000,RENT,4.0,VENTURE,A,3000,7.74,1,0.21,N,3
22088,22,40428,RENT,4.0,MEDICAL,B,16500,10.75,1,0.41,N,2
22089,22,12000,RENT,0.0,EDUCATION,A,6700,7.66,1,0.56,N,4
22090,28,32004,RENT,5.0,VENTURE,C,6000,13.99,0,0.19,N,9
22091,38,30000,MORTGAGE,8.0,HOMEIMPROVEMENT,C,10000,11.22,0,0.33,Y,14
22092,23,145000,OWN,7.0,EDUCATION,B,20800,11.83,0,0.14,N,4
22093,24,50160,MORTGAGE,2.0,EDUCATION,D,6000,15.62,1,0.12,N,2
22094,41,381450,MORTGAGE,10.0,MEDICAL,C,35000,13.49,0,0.09,Y,14
22095,22,26796,MORTGAGE,6.0,VENTURE,A,3000,8.32,0,0.11,N,3
22096,29,76000,RENT,2.0,VENTURE,B,13000,10.25,0,0.17,N,8
22097,24,37000,MORTGAGE,0.0,MEDICAL,C,8500,12.53,1,0.23,Y,2
22098,25,90000,MORTGAGE,2.0,MEDICAL,B,9500,11.71,0,0.11,N,4
22099,32,119000,MORTGAGE,10.0,MEDICAL,C,9000,13.47,0,0.08,N,7
22100,25,80000,RENT,0.0,EDUCATION,C,9000,10.99,0,0.11,N,2
22101,29,33600,RENT,0.0,PERSONAL,D,9600,15.99,1,0.29,Y,7
22102,25,22000,RENT,3.0,PERSONAL,E,5000,16.32,1,0.23,N,3
22103,26,73000,RENT,0.0,EDUCATION,D,5000,15.31,1,0.07,Y,2
22104,35,25000,RENT,0.0,VENTURE,D,3000,15.33,1,0.12,N,8
22105,23,13920,OWN,2.0,PERSONAL,E,7750,17.04,1,0.56,N,4
22106,29,40000,RENT,2.0,DEBTCONSOLIDATION,D,7000,14.91,1,0.17,Y,9
22107,33,44136,MORTGAGE,2.0,EDUCATION,A,5000,10.99,0,0.11,N,8
22108,23,60000,RENT,4.0,VENTURE,A,3600,7.9,0,0.06,N,2
22109,25,36852,RENT,1.0,EDUCATION,B,6000,12.42,0,0.16,N,2
22110,56,70000,MORTGAGE,7.0,PERSONAL,B,15000,10.38,0,0.21,N,20
22111,23,90000,RENT,0.0,DEBTCONSOLIDATION,A,10000,7.49,0,0.11,N,3
22112,22,74263,MORTGAGE,3.0,MEDICAL,B,11500,9.99,0,0.15,N,3
22113,22,19200,RENT,0.0,VENTURE,B,4000,10.25,1,0.21,N,3
22114,33,390000,MORTGAGE,8.0,MEDICAL,B,35000,10.99,0,0.09,N,8
22115,29,62400,RENT,3.0,HOMEIMPROVEMENT,A,8000,6.62,0,0.13,N,9
22116,45,56000,MORTGAGE,8.0,DEBTCONSOLIDATION,D,7000,16.29,1,0.13,Y,12
22117,26,105000,MORTGAGE,2.0,HOMEIMPROVEMENT,B,7200,10.65,0,0.07,N,4
22118,23,90000,OWN,7.0,MEDICAL,A,8500,5.79,0,0.09,N,4
22119,23,78000,MORTGAGE,4.0,PERSONAL,A,15000,8.49,0,0.19,N,2
22120,24,44000,RENT,2.0,EDUCATION,C,5000,15.23,1,0.11,N,2
22121,22,56000,RENT,5.0,EDUCATION,C,14000,14.35,0,0.25,Y,4
22122,34,30144,MORTGAGE,3.0,DEBTCONSOLIDATION,C,18000,12.84,0,0.6,Y,5
22123,34,80000,MORTGAGE,5.0,PERSONAL,A,12000,7.49,0,0.15,N,9
22124,21,44000,RENT,5.0,VENTURE,D,8000,16.29,1,0.18,N,3
22125,28,75000,MORTGAGE,5.0,VENTURE,B,10000,12.21,0,0.13,N,5
22126,45,64000,MORTGAGE,3.0,PERSONAL,A,6000,7.29,0,0.09,N,12
22127,33,54000,MORTGAGE,7.0,VENTURE,C,7500,13.22,0,0.14,N,10
22128,33,400000,MORTGAGE,9.0,PERSONAL,A,15000,6.03,0,0.04,N,10
22129,23,25000,RENT,0.0,PERSONAL,A,2500,6.91,0,0.1,N,2
22130,22,50000,MORTGAGE,6.0,VENTURE,B,7200,10.99,0,0.14,N,3
22131,35,50000,MORTGAGE,7.0,HOMEIMPROVEMENT,A,12000,6.62,0,0.24,N,6
22132,26,15436,RENT,4.0,DEBTCONSOLIDATION,A,5500,7.88,1,0.36,N,3
22133,36,24168,RENT,2.0,MEDICAL,C,9925,13.06,1,0.41,N,13
22134,25,23000,RENT,4.0,HOMEIMPROVEMENT,D,8000,14.46,1,0.35,Y,2
22135,22,36996,RENT,5.0,EDUCATION,A,10000,7.51,0,0.27,N,4
22136,23,69360,RENT,5.0,DEBTCONSOLIDATION,A,4000,7.74,0,0.06,N,3
22137,23,32535,RENT,6.0,DEBTCONSOLIDATION,B,4000,10.99,0,0.12,N,2
22138,25,54000,RENT,1.0,HOMEIMPROVEMENT,B,8000,11.49,1,0.15,N,4
22139,23,40000,RENT,3.0,EDUCATION,C,4000,13.8,0,0.1,Y,3
22140,23,51000,RENT,3.0,DEBTCONSOLIDATION,E,12000,17.99,1,0.24,Y,4
22141,22,70000,MORTGAGE,6.0,EDUCATION,D,16000,16.32,0,0.23,Y,2
22142,26,75000,MORTGAGE,5.0,EDUCATION,A,12500,5.99,0,0.17,N,4
22143,29,45000,MORTGAGE,7.0,PERSONAL,A,4000,6.17,0,0.09,N,9
22144,24,60000,RENT,0.0,VENTURE,A,6800,7.51,0,0.11,N,2
22145,26,47000,RENT,7.0,PERSONAL,A,15000,7.9,1,0.32,N,3
22146,23,46500,RENT,0.0,MEDICAL,D,8400,16.89,1,0.18,Y,3
22147,33,170000,OWN,15.0,MEDICAL,C,21000,14.26,0,0.12,N,9
22148,21,56000,RENT,5.0,HOMEIMPROVEMENT,E,15000,16.0,1,0.27,Y,4
22149,32,110888,MORTGAGE,0.0,HOMEIMPROVEMENT,B,10400,9.91,0,0.09,N,7
22150,41,31000,RENT,0.0,HOMEIMPROVEMENT,D,9250,16.49,1,0.3,N,13
22151,27,38000,MORTGAGE,11.0,DEBTCONSOLIDATION,B,5000,9.76,0,0.13,N,5
22152,27,44000,RENT,2.0,MEDICAL,B,2000,11.49,1,0.05,N,10
22153,21,40000,RENT,0.0,VENTURE,A,3000,10.99,0,0.07,N,3
22154,26,104004,MORTGAGE,10.0,DEBTCONSOLIDATION,C,15000,14.22,0,0.14,N,2
22155,21,57000,MORTGAGE,5.0,VENTURE,C,14400,10.99,0,0.25,Y,2
22156,35,60000,MORTGAGE,5.0,DEBTCONSOLIDATION,A,2000,6.91,0,0.03,N,6
22157,22,35000,RENT,0.0,EDUCATION,A,3250,6.54,0,0.09,N,3
22158,27,60000,MORTGAGE,9.0,PERSONAL,A,5000,7.88,0,0.08,N,5
22159,21,66000,MORTGAGE,5.0,MEDICAL,A,18000,6.91,0,0.27,N,3
22160,22,50000,MORTGAGE,0.0,DEBTCONSOLIDATION,A,12800,5.79,0,0.26,N,2
22161,22,30000,RENT,3.0,PERSONAL,B,4000,11.49,0,0.13,N,3
22162,22,30000,RENT,0.0,VENTURE,B,3600,12.21,0,0.12,N,3
22163,35,88000,MORTGAGE,4.0,PERSONAL,D,10000,14.11,1,0.11,Y,6
22164,21,27000,MORTGAGE,3.0,MEDICAL,C,9600,13.49,0,0.36,Y,2
22165,28,40000,MORTGAGE,10.0,DEBTCONSOLIDATION,B,10000,11.26,0,0.25,N,6
22166,28,71500,MORTGAGE,13.0,HOMEIMPROVEMENT,B,15000,11.49,0,0.21,N,7
22167,26,93500,MORTGAGE,9.0,VENTURE,D,6250,14.83,0,0.07,Y,3
22168,29,35500,RENT,3.0,MEDICAL,B,3000,11.86,0,0.08,N,9
22169,33,55200,RENT,3.0,VENTURE,C,8100,10.99,0,0.15,Y,10
22170,28,15600,RENT,4.0,HOMEIMPROVEMENT,B,5000,10.37,1,0.32,N,9
22171,24,35000,RENT,3.0,VENTURE,C,8400,12.87,0,0.24,Y,4
22172,43,60000,MORTGAGE,27.0,HOMEIMPROVEMENT,B,10000,9.88,0,0.17,N,16
22173,23,60000,RENT,6.0,DEBTCONSOLIDATION,B,22000,10.25,1,0.37,N,4
22174,31,64000,MORTGAGE,15.0,DEBTCONSOLIDATION,C,20000,10.99,0,0.31,Y,5
22175,32,95000,MORTGAGE,3.0,PERSONAL,B,18000,11.11,0,0.19,N,8
22176,39,37000,RENT,6.0,PERSONAL,A,5000,10.99,0,0.14,N,17
22177,26,39996,OWN,10.0,VENTURE,C,7000,13.57,0,0.18,Y,3
22178,24,60000,MORTGAGE,8.0,PERSONAL,C,9600,12.99,0,0.16,N,2
22179,23,24000,RENT,0.0,HOMEIMPROVEMENT,C,5000,14.27,1,0.21,Y,2
22180,23,33359,RENT,2.0,MEDICAL,A,9000,10.99,1,0.27,N,4
22181,26,110000,MORTGAGE,0.0,VENTURE,A,15600,6.17,0,0.14,N,4
22182,23,44000,MORTGAGE,3.0,MEDICAL,B,5400,10.99,1,0.12,N,2
22183,24,65000,RENT,1.0,MEDICAL,A,4000,5.42,0,0.06,N,2
22184,40,69996,OTHER,24.0,HOMEIMPROVEMENT,B,6000,12.53,0,0.09,N,11
22185,47,48000,RENT,14.0,MEDICAL,C,2500,14.65,0,0.05,Y,17
22186,29,20000,OWN,0.0,VENTURE,A,3000,8.0,0,0.15,N,5
22187,28,45100,MORTGAGE,2.0,VENTURE,A,6000,5.42,0,0.13,N,9
22188,26,85000,RENT,3.0,HOMEIMPROVEMENT,C,21000,13.92,0,0.25,N,3
22189,25,120000,MORTGAGE,7.0,MEDICAL,A,4000,5.42,0,0.03,N,3
22190,23,30000,MORTGAGE,6.0,VENTURE,B,5000,10.38,0,0.17,N,4
22191,25,81600,MORTGAGE,9.0,EDUCATION,C,13000,13.23,0,0.16,Y,4
22192,26,99996,RENT,7.0,PERSONAL,D,8000,16.32,0,0.08,Y,3
22193,21,42500,RENT,3.0,EDUCATION,C,25000,12.73,1,0.59,Y,3
22194,28,75000,OTHER,4.0,VENTURE,D,7200,15.05,0,0.1,Y,6
22195,23,56000,RENT,6.0,EDUCATION,A,6000,7.49,0,0.11,N,4
22196,22,19008,OWN,4.0,VENTURE,A,12000,5.42,1,0.63,N,2
22197,25,60000,MORTGAGE,10.0,DEBTCONSOLIDATION,B,10000,11.49,0,0.17,N,2
22198,30,90000,MORTGAGE,5.0,PERSONAL,A,10000,5.79,0,0.11,N,7
22199,32,52500,MORTGAGE,15.0,DEBTCONSOLIDATION,A,9500,6.92,0,0.18,N,7
22200,34,30000,MORTGAGE,4.0,EDUCATION,A,7300,9.32,0,0.24,N,9
22201,31,32904,MORTGAGE,15.0,VENTURE,C,3000,10.99,0,0.09,N,5
22202,49,95000,MORTGAGE,2.0,HOMEIMPROVEMENT,A,3000,5.42,0,0.03,N,12
22203,31,62004,RENT,1.0,VENTURE,C,10000,12.84,0,0.16,N,5
22204,25,19200,RENT,0.0,HOMEIMPROVEMENT,B,5000,9.62,1,0.26,N,2
22205,21,30000,RENT,1.0,HOMEIMPROVEMENT,D,2400,17.19,1,0.08,Y,2
22206,28,67000,MORTGAGE,3.0,VENTURE,B,14400,9.88,0,0.21,N,10
22207,32,70000,RENT,6.0,MEDICAL,C,13200,13.49,0,0.19,N,6
22208,22,48000,MORTGAGE,2.0,EDUCATION,C,7000,13.48,0,0.15,N,3
22209,30,77000,MORTGAGE,2.0,PERSONAL,B,25000,12.18,0,0.32,N,10
22210,26,17280,RENT,0.0,HOMEIMPROVEMENT,C,3000,10.99,1,0.17,N,4
22211,34,275004,MORTGAGE,2.0,VENTURE,D,25000,16.32,0,0.09,Y,9
22212,22,20000,RENT,2.0,VENTURE,B,5000,11.86,0,0.25,N,2
22213,22,82500,MORTGAGE,3.0,MEDICAL,A,14400,9.32,0,0.17,N,3
22214,41,83000,MORTGAGE,6.0,HOMEIMPROVEMENT,B,3000,11.83,0,0.04,N,12
22215,25,54000,RENT,8.0,DEBTCONSOLIDATION,C,19000,10.99,1,0.35,Y,4
22216,30,48000,RENT,0.0,EDUCATION,A,6000,7.88,0,0.13,N,10
22217,33,65600,RENT,4.0,PERSONAL,C,10600,12.99,0,0.16,N,7
22218,26,73008,MORTGAGE,4.0,DEBTCONSOLIDATION,E,15000,15.68,1,0.21,Y,3
22219,26,56000,RENT,7.0,PERSONAL,A,5000,7.91,0,0.09,N,2
22220,23,49000,MORTGAGE,2.0,VENTURE,A,6000,7.88,0,0.12,N,4
22221,22,81600,MORTGAGE,6.0,PERSONAL,A,1300,6.39,0,0.02,N,3
22222,24,70000,MORTGAGE,8.0,VENTURE,A,10000,7.74,0,0.14,N,3
22223,29,59354,MORTGAGE,5.0,MEDICAL,D,9600,13.67,1,0.14,Y,10
22224,23,69000,RENT,8.0,EDUCATION,B,9000,9.63,1,0.13,N,4
22225,28,108800,MORTGAGE,3.0,MEDICAL,E,35000,16.4,1,0.27,Y,7
22226,24,100000,MORTGAGE,9.0,VENTURE,A,12800,5.79,0,0.13,N,4
22227,33,100000,MORTGAGE,12.0,VENTURE,B,8000,11.86,0,0.08,N,7
22228,22,42000,MORTGAGE,6.0,EDUCATION,C,15000,13.49,0,0.36,Y,4
22229,22,130920,MORTGAGE,0.0,VENTURE,A,15000,8.94,0,0.11,N,2
22230,36,80000,RENT,7.0,HOMEIMPROVEMENT,C,6000,12.87,0,0.07,N,16
22231,28,60000,RENT,4.0,HOMEIMPROVEMENT,A,10000,6.54,0,0.17,N,9
22232,21,35000,OWN,3.0,EDUCATION,C,5000,14.27,0,0.14,Y,3
22233,22,100000,RENT,3.0,EDUCATION,B,10000,10.65,0,0.1,N,3
22234,26,75000,MORTGAGE,10.0,DEBTCONSOLIDATION,A,10000,8.94,0,0.13,N,2
22235,24,83000,RENT,8.0,PERSONAL,D,9000,15.05,1,0.11,Y,3
22236,38,85000,MORTGAGE,4.0,PERSONAL,B,6000,10.99,0,0.07,N,14
22237,23,59000,MORTGAGE,7.0,EDUCATION,A,9000,8.49,0,0.15,N,3
22238,25,65000,MORTGAGE,3.0,VENTURE,C,7000,14.72,0,0.11,N,3
22239,38,89000,MORTGAGE,2.0,PERSONAL,A,6000,5.42,0,0.07,N,13
22240,28,72000,RENT,2.0,MEDICAL,B,7000,11.49,0,0.1,N,7
22241,27,20000,RENT,1.0,EDUCATION,C,6000,13.11,0,0.3,Y,5
22242,26,24856,RENT,0.0,DEBTCONSOLIDATION,A,3000,9.32,0,0.12,N,4
22243,25,33600,MORTGAGE,9.0,MEDICAL,A,7125,7.51,0,0.21,N,3
22244,30,48500,MORTGAGE,5.0,MEDICAL,A,9350,10.99,0,0.19,N,7
22245,24,70000,MORTGAGE,9.0,MEDICAL,A,7500,8.32,0,0.11,N,2
22246,28,60000,RENT,7.0,EDUCATION,C,9600,13.57,0,0.16,Y,8
22247,22,56000,RENT,1.0,EDUCATION,A,12000,6.91,0,0.21,N,2
22248,22,70000,MORTGAGE,4.0,VENTURE,B,13750,10.75,0,0.2,N,3
22249,31,45000,MORTGAGE,12.0,DEBTCONSOLIDATION,C,12250,14.27,0,0.27,Y,10
22250,30,120000,MORTGAGE,14.0,VENTURE,D,7500,15.65,0,0.06,N,8
22251,24,330000,MORTGAGE,5.0,PERSONAL,B,3500,10.36,0,0.01,N,4
22252,23,79996,MORTGAGE,2.0,EDUCATION,E,24000,16.32,0,0.3,Y,3
22253,25,100000,RENT,3.0,EDUCATION,B,12000,9.91,0,0.12,N,2
22254,40,150000,MORTGAGE,1.0,EDUCATION,A,7500,8.07,0,0.05,N,15
22255,22,60000,RENT,3.0,DEBTCONSOLIDATION,C,14000,13.48,0,0.23,Y,3
22256,36,55500,MORTGAGE,15.0,EDUCATION,B,7875,11.99,0,0.14,N,12
22257,42,42000,OWN,4.0,VENTURE,A,12000,6.03,0,0.29,N,15
22258,25,60000,OTHER,3.0,DEBTCONSOLIDATION,B,5000,11.14,0,0.08,N,3
22259,28,45000,OWN,4.0,MEDICAL,B,15000,9.88,0,0.33,N,6
22260,45,28320,RENT,1.0,MEDICAL,B,3000,10.99,0,0.11,N,11
22261,25,64000,MORTGAGE,9.0,HOMEIMPROVEMENT,A,9000,5.99,0,0.14,N,2
22262,25,37980,MORTGAGE,7.0,PERSONAL,A,3500,6.03,0,0.09,N,2
22263,23,74196,RENT,2.0,EDUCATION,B,18500,11.26,0,0.25,N,3
22264,32,240000,MORTGAGE,5.0,MEDICAL,A,8400,7.51,0,0.04,N,6
22265,24,36000,OWN,0.0,VENTURE,C,4000,13.06,0,0.11,Y,3
22266,24,90000,RENT,3.0,HOMEIMPROVEMENT,B,15000,11.86,0,0.17,N,2
22267,47,18000,RENT,4.0,EDUCATION,A,2000,7.29,0,0.11,N,11
22268,35,28080,RENT,3.0,MEDICAL,C,9600,13.57,1,0.34,Y,7
22269,26,50000,MORTGAGE,2.0,PERSONAL,D,20000,13.3,0,0.4,N,3
22270,25,54000,MORTGAGE,5.0,HOMEIMPROVEMENT,B,5100,9.62,0,0.09,N,4
22271,39,38604,RENT,9.0,MEDICAL,B,9500,10.62,0,0.25,N,11
22272,25,70000,MORTGAGE,9.0,DEBTCONSOLIDATION,B,14000,10.25,0,0.2,N,4
22273,41,150000,RENT,13.0,PERSONAL,F,20000,19.47,0,0.13,N,15
22274,37,48000,RENT,3.0,MEDICAL,D,7500,16.29,0,0.16,N,14
22275,34,64000,RENT,5.0,EDUCATION,B,15000,10.25,0,0.23,N,8
22276,36,22000,MORTGAGE,0.0,EDUCATION,A,8000,6.99,0,0.36,N,17
22277,25,48000,RENT,2.0,PERSONAL,C,8000,13.11,0,0.17,N,4
22278,25,46645,MORTGAGE,9.0,PERSONAL,B,2000,12.69,1,0.04,N,3
22279,22,15000,RENT,2.0,VENTURE,A,3000,7.51,1,0.2,N,4
22280,25,50400,OWN,0.0,HOMEIMPROVEMENT,D,6000,14.59,0,0.12,N,2
22281,23,30000,RENT,0.0,EDUCATION,C,5000,10.99,0,0.17,N,3
22282,22,52000,MORTGAGE,0.0,DEBTCONSOLIDATION,A,3000,7.05,0,0.06,N,2
22283,32,38000,RENT,0.0,EDUCATION,B,7200,10.08,0,0.19,N,7
22284,47,80004,MORTGAGE,5.0,EDUCATION,B,7000,10.99,0,0.09,N,15
22285,23,80196,OWN,2.0,VENTURE,B,30000,9.91,0,0.37,N,3
22286,24,61717,OWN,8.0,PERSONAL,A,3200,7.68,0,0.05,N,4
22287,30,19968,RENT,3.0,DEBTCONSOLIDATION,E,4000,16.45,1,0.2,N,9
22288,28,18600,RENT,4.0,MEDICAL,D,5000,10.99,1,0.27,Y,9
22289,25,121000,MORTGAGE,1.0,EDUCATION,B,3600,11.83,0,0.03,N,3
22290,34,110000,RENT,6.0,PERSONAL,C,15000,12.68,0,0.14,Y,10
22291,35,36000,OWN,3.0,VENTURE,B,8000,12.53,0,0.22,N,10
22292,23,50960,RENT,7.0,VENTURE,D,1800,16.02,0,0.04,N,2
22293,33,153000,MORTGAGE,1.0,HOMEIMPROVEMENT,D,23100,14.74,1,0.15,Y,9
22294,23,30000,RENT,8.0,EDUCATION,A,10625,6.92,1,0.35,N,4
22295,36,29500,OWN,4.0,HOMEIMPROVEMENT,B,1250,11.83,0,0.04,N,11
22296,27,92300,MORTGAGE,6.0,HOMEIMPROVEMENT,E,17500,17.93,0,0.19,N,5
22297,30,54000,MORTGAGE,6.0,MEDICAL,A,5375,10.99,0,0.1,N,5
22298,22,43200,RENT,6.0,EDUCATION,B,5000,12.69,0,0.12,N,2
22299,24,45336,MORTGAGE,8.0,MEDICAL,A,10000,5.99,0,0.22,N,2
22300,43,86015,MORTGAGE,3.0,VENTURE,B,2200,10.99,0,0.03,N,16
22301,25,68000,RENT,2.0,DEBTCONSOLIDATION,A,9500,7.14,0,0.14,N,3
22302,28,47000,OWN,5.0,DEBTCONSOLIDATION,D,13000,14.54,0,0.28,N,9
22303,25,75000,MORTGAGE,8.0,DEBTCONSOLIDATION,B,12000,11.49,0,0.16,N,3
22304,32,25200,RENT,0.0,PERSONAL,A,5000,7.91,0,0.2,N,5
22305,36,80000,MORTGAGE,0.0,EDUCATION,B,15000,10.71,0,0.19,N,14
22306,31,73000,MORTGAGE,3.0,HOMEIMPROVEMENT,B,15000,10.99,0,0.21,N,8
22307,22,50000,RENT,2.0,EDUCATION,A,8000,6.62,0,0.16,N,3
22308,23,90000,RENT,0.0,MEDICAL,A,12000,8.9,0,0.13,N,3
22309,30,62000,MORTGAGE,1.0,VENTURE,A,15000,6.03,0,0.24,N,10
22310,23,92004,MORTGAGE,7.0,EDUCATION,B,24250,11.12,0,0.26,N,2
22311,23,58000,MORTGAGE,3.0,DEBTCONSOLIDATION,A,5000,7.14,0,0.09,N,2
22312,27,42000,MORTGAGE,0.0,MEDICAL,A,4200,6.76,0,0.1,N,9
22313,24,28000,RENT,3.0,VENTURE,E,6400,14.75,0,0.23,N,2
22314,22,54000,MORTGAGE,1.0,MEDICAL,C,4000,13.98,0,0.07,N,4
22315,22,25062,OWN,4.0,DEBTCONSOLIDATION,D,4000,16.49,0,0.16,Y,2
22316,23,82500,MORTGAGE,0.0,EDUCATION,A,5000,8.49,0,0.06,N,4
22317,23,44496,MORTGAGE,2.0,VENTURE,A,3500,10.99,0,0.08,N,4
22318,21,53000,RENT,3.0,PERSONAL,D,9600,10.99,0,0.18,Y,4
22319,53,85000,RENT,2.0,PERSONAL,A,8000,7.74,0,0.09,N,26
22320,25,46392,RENT,9.0,DEBTCONSOLIDATION,D,4000,16.32,1,0.09,Y,3
22321,26,152004,MORTGAGE,8.0,EDUCATION,A,5800,7.88,0,0.04,N,3
22322,29,49000,RENT,3.0,EDUCATION,A,9500,10.99,1,0.19,N,5
22323,28,52692,MORTGAGE,0.0,HOMEIMPROVEMENT,B,4500,11.89,0,0.09,N,8
22324,23,33000,RENT,5.0,VENTURE,D,4800,14.54,0,0.15,N,4
22325,27,39000,RENT,3.0,DEBTCONSOLIDATION,B,2100,10.99,0,0.05,N,6
22326,26,40610,MORTGAGE,7.0,HOMEIMPROVEMENT,A,3500,7.14,0,0.09,N,4
22327,29,33000,RENT,2.0,EDUCATION,B,7200,11.71,1,0.22,N,10
22328,23,33600,MORTGAGE,3.0,MEDICAL,A,4200,10.99,0,0.13,N,3
22329,23,50000,RENT,3.0,EDUCATION,C,4000,12.61,0,0.08,Y,2
22330,23,32400,RENT,6.0,VENTURE,B,3000,10.0,0,0.09,N,2
22331,24,61000,RENT,3.0,HOMEIMPROVEMENT,B,16400,10.99,0,0.27,N,4
22332,23,56000,RENT,3.0,DEBTCONSOLIDATION,B,8400,10.99,0,0.15,N,2
22333,30,40800,RENT,7.0,PERSONAL,B,2400,11.49,1,0.06,N,9
22334,46,54250,RENT,3.0,PERSONAL,B,3600,10.0,0,0.07,N,14
22335,27,63000,OWN,2.0,MEDICAL,A,9500,8.07,0,0.15,N,6
22336,22,49000,RENT,6.0,PERSONAL,E,10000,16.45,1,0.2,N,2
22337,25,78000,RENT,0.0,PERSONAL,D,12000,14.09,1,0.15,Y,3
22338,25,76000,MORTGAGE,4.0,HOMEIMPROVEMENT,A,14000,7.66,0,0.18,N,3
22339,33,24720,RENT,5.0,DEBTCONSOLIDATION,A,5000,7.49,0,0.2,N,5
22340,37,50000,MORTGAGE,4.0,EDUCATION,A,2325,6.99,0,0.05,N,17
22341,30,53196,RENT,14.0,PERSONAL,A,3000,7.66,0,0.06,N,5
22342,26,34000,RENT,10.0,DEBTCONSOLIDATION,D,6925,15.99,1,0.2,N,3
22343,42,97000,MORTGAGE,13.0,PERSONAL,C,1500,15.96,0,0.02,Y,16
22344,25,48000,RENT,9.0,DEBTCONSOLIDATION,C,7500,12.53,0,0.16,N,3
22345,24,33500,RENT,2.0,VENTURE,C,10000,13.16,0,0.3,Y,3
22346,21,14400,RENT,2.0,PERSONAL,D,1825,15.62,1,0.13,Y,2
22347,28,65000,RENT,2.0,MEDICAL,C,7200,13.98,0,0.11,Y,8
22348,39,42000,RENT,0.0,PERSONAL,D,11000,13.55,1,0.26,N,12
22349,30,50000,MORTGAGE,11.0,DEBTCONSOLIDATION,B,1400,10.36,0,0.03,N,8
22350,30,30000,RENT,14.0,MEDICAL,C,12800,14.79,1,0.43,Y,9
22351,29,40000,MORTGAGE,8.0,DEBTCONSOLIDATION,A,8000,8.59,0,0.2,N,9
22352,25,50000,RENT,3.0,PERSONAL,D,12000,16.77,0,0.24,N,3
22353,26,150000,OWN,6.0,EDUCATION,D,7000,14.96,0,0.05,Y,4
22354,24,32000,RENT,2.0,EDUCATION,C,3850,12.68,0,0.12,Y,4
22355,23,80000,MORTGAGE,7.0,DEBTCONSOLIDATION,A,10000,7.74,0,0.13,N,3
22356,26,54000,MORTGAGE,4.0,PERSONAL,A,9600,6.62,0,0.18,N,3
22357,28,115000,MORTGAGE,11.0,HOMEIMPROVEMENT,A,5000,7.51,0,0.04,N,7
22358,30,42000,MORTGAGE,14.0,MEDICAL,A,4500,7.49,1,0.11,N,7
22359,27,34000,RENT,10.0,MEDICAL,D,4000,17.19,1,0.12,Y,9
22360,22,69000,MORTGAGE,6.0,PERSONAL,B,15000,10.65,1,0.22,N,4
22361,28,54000,RENT,0.0,EDUCATION,C,4500,10.99,1,0.08,Y,8
22362,24,33360,MORTGAGE,6.0,DEBTCONSOLIDATION,B,6000,10.59,0,0.18,N,3
22363,22,34560,RENT,1.0,MEDICAL,E,2100,17.04,1,0.06,N,3
22364,37,27000,RENT,4.0,MEDICAL,B,5500,10.99,0,0.2,N,12
22365,48,33500,RENT,1.0,HOMEIMPROVEMENT,D,1500,14.74,1,0.04,N,11
22366,23,28800,RENT,4.0,MEDICAL,B,6000,10.99,0,0.21,N,3
22367,27,43200,RENT,9.0,MEDICAL,C,4000,13.48,0,0.09,N,7
22368,20,77052,MORTGAGE,4.0,EDUCATION,B,24250,11.36,0,0.31,N,2
22369,28,32568,RENT,3.0,EDUCATION,D,15000,10.99,1,0.46,N,9
22370,24,40000,RENT,1.0,VENTURE,B,3825,10.0,0,0.1,N,4
22371,23,70000,RENT,1.0,VENTURE,A,3500,5.42,0,0.05,N,2
22372,23,51600,MORTGAGE,1.0,DEBTCONSOLIDATION,B,5000,10.59,0,0.1,N,3
22373,22,22880,RENT,5.0,DEBTCONSOLIDATION,C,6000,13.57,0,0.26,Y,4
22374,22,153000,MORTGAGE,5.0,DEBTCONSOLIDATION,D,24000,15.62,1,0.16,Y,2
22375,27,38000,RENT,5.0,MEDICAL,A,3000,7.49,0,0.08,N,8
22376,21,125000,MORTGAGE,2.0,PERSONAL,A,6000,5.79,0,0.05,N,2
22377,32,55000,RENT,4.0,HOMEIMPROVEMENT,C,8000,10.99,0,0.15,N,8
22378,25,94400,MORTGAGE,4.0,PERSONAL,A,35000,7.49,0,0.37,N,3
22379,23,43000,MORTGAGE,3.0,DEBTCONSOLIDATION,A,9800,8.59,0,0.23,N,2
22380,41,90000,MORTGAGE,4.0,VENTURE,C,15000,13.49,0,0.17,N,15
22381,40,53000,MORTGAGE,2.0,MEDICAL,B,3000,10.62,0,0.06,N,17
22382,29,105000,MORTGAGE,11.0,HOMEIMPROVEMENT,D,15000,14.42,0,0.14,Y,5
22383,21,63000,MORTGAGE,2.0,PERSONAL,B,10000,10.59,0,0.16,N,2
22384,23,96060,MORTGAGE,7.0,MEDICAL,A,10000,5.42,0,0.1,N,2
22385,29,175000,RENT,1.0,PERSONAL,B,25000,10.74,0,0.14,N,5
22386,24,100000,MORTGAGE,8.0,MEDICAL,A,10750,6.99,0,0.11,N,4
